epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
184,11361.1,0.48142,0.31575,0.9139,0.977,0.94571,0.97757,0.9141,0.3139,0.21877,0.68524,0.00071025,0.00071025,0.00071025
185,11422.4,0.48799,0.3261,0.91362,0.97424,0.94867,0.97733,0.91318,0.31373,0.21911,0.68497,0.000708667,0.000708667,0.000708667
186,11483.9,0.48017,0.31412,0.91726,0.97471,0.94867,0.97758,0.91363,0.31355,0.21965,0.68488,0.000707083,0.000707083,0.000707083
187,11545.2,0.48915,0.32287,0.91617,0.97439,0.94867,0.97769,0.91366,0.31328,0.21863,0.68465,0.0007055,0.0007055,0.0007055
188,11607.2,0.4744,0.31464,0.91151,0.9756,0.94867,0.9778,0.9137,0.31279,0.21848,0.68439,0.000703917,0.000703917,0.000703917
189,11668.7,0.46644,0.30703,0.90699,0.97518,0.94867,0.9779,0.91409,0.31235,0.21596,0.68413,0.000702333,0.000702333,0.000702333
190,11730.2,0.47076,0.31031,0.9082,0.97791,0.94669,0.97794,0.91407,0.31186,0.215,0.68384,0.00070075,0.00070075,0.00070075
191,11791.1,0.47648,0.31414,0.91681,0.97894,0.94669,0.97797,0.91412,0.3114,0.21407,0.68378,0.000699167,0.000699167,0.000699167
192,11852.4,0.47474,0.31193,0.91224,0.97872,0.94669,0.9779,0.9145,0.31061,0.2143,0.68332,0.000697583,0.000697583,0.000697583
193,11914.5,0.47914,0.31265,0.91628,0.97766,0.94669,0.97774,0.91448,0.31003,0.21369,0.68303,0.000696,0.000696,0.000696
194,11976.3,0.47313,0.30846,0.90989,0.97911,0.94768,0.97743,0.91463,0.31011,0.2137,0.68318,0.000694417,0.000694417,0.000694417
195,12037.1,0.47061,0.30949,0.90977,0.97892,0.94768,0.97745,0.91439,0.31044,0.21382,0.68339,0.000692833,0.000692833,0.000692833
196,12099,0.46977,0.30173,0.9046,0.97716,0.94768,0.97746,0.91424,0.31027,0.21337,0.68341,0.00069125,0.00069125,0.00069125
197,12159.9,0.47376,0.30883,0.90829,0.9776,0.9478,0.97743,0.91411,0.31071,0.2117,0.68366,0.000689667,0.000689667,0.000689667
198,12221.6,0.47608,0.30937,0.91336,0.97739,0.94768,0.97746,0.91381,0.31088,0.21166,0.68386,0.000688083,0.000688083,0.000688083
199,12283.3,0.46638,0.3055,0.90451,0.97754,0.94768,0.97735,0.91382,0.31079,0.21254,0.68378,0.0006865,0.0006865,0.0006865
200,12344.5,0.47313,0.31075,0.91012,0.97588,0.94768,0.97722,0.91369,0.31098,0.21214,0.68388,0.000684917,0.000684917,0.000684917
201,12405.4,0.47507,0.3126,0.91104,0.97561,0.94788,0.97716,0.91305,0.31105,0.21198,0.68383,0.000683333,0.000683333,0.000683333
202,12467.5,0.46513,0.30951,0.90805,0.97561,0.94771,0.97688,0.91331,0.31168,0.21267,0.68409,0.00068175,0.00068175,0.00068175
203,12528.9,0.46686,0.30208,0.91009,0.97083,0.95163,0.97686,0.91362,0.31175,0.21323,0.68413,0.000680167,0.000680167,0.000680167
204,12589.9,0.46867,0.29959,0.90923,0.97088,0.95163,0.9771,0.91348,0.31162,0.21349,0.684,0.000678583,0.000678583,0.000678583
205,12651.6,0.46362,0.30364,0.90822,0.97592,0.94669,0.97706,0.91343,0.31162,0.21382,0.68416,0.000677,0.000677,0.000677
206,12714,0.45981,0.29319,0.9056,0.97598,0.94669,0.97682,0.91386,0.31146,0.2139,0.68406,0.000675417,0.000675417,0.000675417
207,12775.4,0.46791,0.30745,0.90846,0.97604,0.94669,0.97709,0.91381,0.31154,0.21318,0.68443,0.000673833,0.000673833,0.000673833
208,12836.7,0.46383,0.30096,0.90394,0.97606,0.94669,0.97701,0.91408,0.31189,0.2129,0.68471,0.00067225,0.00067225,0.00067225
209,12897.9,0.46684,0.30726,0.90745,0.97612,0.94669,0.9771,0.91442,0.31205,0.21211,0.68489,0.000670667,0.000670667,0.000670667
210,12959.8,0.46483,0.30259,0.90611,0.97602,0.94669,0.97675,0.91437,0.31182,0.21227,0.68485,0.000669083,0.000669083,0.000669083
211,13021.5,0.46068,0.3006,0.90798,0.97613,0.94669,0.97587,0.9141,0.3117,0.21165,0.68482,0.0006675,0.0006675,0.0006675
212,13083,0.46554,0.30495,0.90915,0.97658,0.94658,0.97595,0.91454,0.31184,0.21122,0.68484,0.000665917,0.000665917,0.000665917
213,13144.1,0.46272,0.30098,0.90825,0.97566,0.94669,0.97628,0.91465,0.31176,0.21077,0.68476,0.000664333,0.000664333,0.000664333
214,13205.7,0.45468,0.29815,0.90649,0.97657,0.94634,0.97592,0.91454,0.3116,0.21057,0.68484,0.00066275,0.00066275,0.00066275
215,13267.4,0.45569,0.30281,0.90505,0.97725,0.94571,0.97606,0.91422,0.31169,0.21041,0.68488,0.000661167,0.000661167,0.000661167
216,13329.1,0.45427,0.29872,0.90353,0.97817,0.94472,0.97611,0.91482,0.31168,0.20978,0.68494,0.000659583,0.000659583,0.000659583
217,13390.3,0.46069,0.30286,0.91033,0.97804,0.94373,0.97609,0.91498,0.31184,0.20957,0.68505,0.000658,0.000658,0.000658
218,13451.6,0.45841,0.29438,0.90442,0.97751,0.94384,0.9761,0.91461,0.31172,0.20863,0.68497,0.000656417,0.000656417,0.000656417
219,13512.4,0.45352,0.29372,0.9031,0.97776,0.94373,0.97606,0.91499,0.31161,0.20831,0.68499,0.000654833,0.000654833,0.000654833
220,13573.5,0.45951,0.29593,0.90689,0.98001,0.94373,0.97606,0.91499,0.31153,0.20827,0.68495,0.00065325,0.00065325,0.00065325
221,13634.7,0.45312,0.297,0.90128,0.97902,0.94373,0.97605,0.91534,0.31144,0.2084,0.68489,0.000651667,0.000651667,0.000651667
222,13696.3,0.44539,0.28804,0.90187,0.97893,0.94373,0.97598,0.91506,0.31144,0.2084,0.68492,0.000650083,0.000650083,0.000650083
223,13757.6,0.45184,0.29057,0.90127,0.97558,0.94657,0.976,0.91519,0.31121,0.20728,0.68489,0.0006485,0.0006485,0.0006485
224,13822.5,0.45697,0.29655,0.90564,0.97558,0.94665,0.97608,0.91511,0.31115,0.2072,0.68483,0.000646917,0.000646917,0.000646917
225,13882.8,0.45171,0.29105,0.89742,0.9746,0.94682,0.97604,0.91488,0.31134,0.20699,0.68483,0.000645333,0.000645333,0.000645333
226,13943.6,0.45667,0.29769,0.90743,0.97948,0.94373,0.9761,0.91525,0.31157,0.20698,0.68502,0.00064375,0.00064375,0.00064375
227,14005,0.45165,0.29444,0.90325,0.97945,0.94373,0.97615,0.91499,0.31138,0.20746,0.68499,0.000642167,0.000642167,0.000642167
228,14066.9,0.44653,0.29313,0.90186,0.97954,0.94373,0.97615,0.91511,0.31123,0.20735,0.68506,0.000640583,0.000640583,0.000640583
229,14129,0.45139,0.29126,0.90614,0.97936,0.94373,0.97617,0.91463,0.31107,0.20712,0.6851,0.000639,0.000639,0.000639
230,14190.6,0.46163,0.30021,0.90764,0.9801,0.94373,0.9764,0.91508,0.31112,0.20738,0.68502,0.000637417,0.000637417,0.000637417
231,14251.6,0.44717,0.29078,0.9036,0.98051,0.94369,0.97641,0.91519,0.31107,0.20689,0.68501,0.000635833,0.000635833,0.000635833
232,14312.8,0.45043,0.2944,0.89995,0.97985,0.94274,0.97642,0.9151,0.31124,0.20667,0.685,0.00063425,0.00063425,0.00063425
233,14374.2,0.4444,0.29054,0.90074,0.98052,0.94274,0.97647,0.91513,0.31117,0.2067,0.68494,0.000632667,0.000632667,0.000632667
234,14435.4,0.44618,0.28792,0.90123,0.97987,0.94274,0.97654,0.91533,0.31097,0.2063,0.68483,0.000631083,0.000631083,0.000631083
235,14497,0.44901,0.29068,0.90183,0.98066,0.94274,0.9765,0.91554,0.31088,0.2064,0.68472,0.0006295,0.0006295,0.0006295
236,14557.8,0.44177,0.292,0.89672,0.98064,0.94274,0.97654,0.91579,0.31087,0.20629,0.68473,0.000627917,0.000627917,0.000627917
237,14619.4,0.45055,0.29383,0.90598,0.98127,0.94274,0.97653,0.91565,0.31087,0.20638,0.68467,0.000626333,0.000626333,0.000626333
238,14680.6,0.43962,0.28915,0.89967,0.98136,0.94274,0.97652,0.91562,0.31089,0.20627,0.68472,0.00062475,0.00062475,0.00062475
239,14742,0.44467,0.28424,0.90074,0.98138,0.94274,0.97649,0.91574,0.31073,0.2065,0.68462,0.000623167,0.000623167,0.000623167
240,14803.9,0.44078,0.28701,0.90035,0.9815,0.94271,0.97647,0.91596,0.31068,0.20676,0.68451,0.000621583,0.000621583,0.000621583
241,14865.5,0.44964,0.29066,0.90423,0.98121,0.94274,0.97645,0.91602,0.31082,0.20699,0.68486,0.00062,0.00062,0.00062
242,14926.7,0.43718,0.28169,0.89883,0.98126,0.94274,0.97648,0.9163,0.31071,0.20724,0.68493,0.000618417,0.000618417,0.000618417
243,14988.7,0.43822,0.28838,0.89792,0.98135,0.94274,0.97644,0.91601,0.31075,0.20727,0.68493,0.000616833,0.000616833,0.000616833
244,15049.6,0.442,0.28702,0.90261,0.98129,0.94274,0.97641,0.91566,0.31062,0.20773,0.68486,0.00061525,0.00061525,0.00061525
245,15111.1,0.43793,0.28204,0.89722,0.98118,0.94274,0.97652,0.91636,0.31069,0.20759,0.68488,0.000613667,0.000613667,0.000613667
246,15173.3,0.44257,0.28279,0.89452,0.98109,0.94274,0.97648,0.91609,0.31075,0.20771,0.68474,0.000612083,0.000612083,0.000612083
247,15235.4,0.44084,0.28436,0.89738,0.98096,0.94274,0.97652,0.91597,0.31073,0.20794,0.68477,0.0006105,0.0006105,0.0006105
248,15296.3,0.43109,0.27946,0.89672,0.98095,0.94274,0.97659,0.91646,0.31033,0.20757,0.68448,0.000608917,0.000608917,0.000608917
249,15357.4,0.43334,0.28004,0.89522,0.981,0.94274,0.97662,0.91618,0.31038,0.20658,0.68451,0.000607333,0.000607333,0.000607333
250,15418.3,0.43052,0.27935,0.8941,0.9822,0.94274,0.9767,0.91637,0.31037,0.20563,0.6844,0.00060575,0.00060575,0.00060575
251,15479.7,0.43691,0.28644,0.89635,0.98227,0.94274,0.97676,0.91635,0.3104,0.20534,0.6844,0.000604167,0.000604167,0.000604167
252,15541.3,0.43484,0.28127,0.89912,0.98222,0.94274,0.97669,0.91701,0.31094,0.20509,0.68492,0.000602583,0.000602583,0.000602583
253,15603,0.43903,0.28261,0.89818,0.982,0.94274,0.97673,0.91679,0.31116,0.20455,0.68497,0.000601,0.000601,0.000601
254,15664.4,0.43097,0.28016,0.89577,0.98349,0.94108,0.97681,0.91688,0.31129,0.20406,0.68526,0.000599417,0.000599417,0.000599417
255,15726,0.43772,0.28172,0.89889,0.98351,0.94228,0.97685,0.91663,0.31129,0.20348,0.6854,0.000597833,0.000597833,0.000597833
256,15787.1,0.4373,0.28412,0.89895,0.98349,0.94063,0.9764,0.91662,0.31138,0.20362,0.68551,0.00059625,0.00059625,0.00059625
257,15848.7,0.43151,0.28477,0.89819,0.98349,0.94107,0.97639,0.91654,0.31147,0.20424,0.68564,0.000594667,0.000594667,0.000594667
258,15910.8,0.43073,0.27782,0.89225,0.98349,0.94077,0.97646,0.91693,0.31132,0.20398,0.6854,0.000593083,0.000593083,0.000593083
259,15972.4,0.43161,0.28052,0.89655,0.98351,0.94181,0.97644,0.91696,0.31151,0.20398,0.68546,0.0005915,0.0005915,0.0005915
260,16033.6,0.43198,0.27908,0.89632,0.98351,0.94177,0.97649,0.91693,0.31171,0.20362,0.68564,0.000589917,0.000589917,0.000589917
261,16094.5,0.43119,0.2758,0.89575,0.98453,0.94222,0.97654,0.91721,0.31187,0.2046,0.68602,0.000588333,0.000588333,0.000588333
262,16155.9,0.4346,0.27837,0.89562,0.98453,0.94214,0.97642,0.91713,0.31163,0.2049,0.68583,0.00058675,0.00058675,0.00058675
263,16217.3,0.43986,0.28135,0.89713,0.98351,0.94227,0.97647,0.91717,0.31173,0.20447,0.68574,0.000585167,0.000585167,0.000585167
264,16278.9,0.42613,0.2741,0.89379,0.9825,0.94274,0.97646,0.91722,0.31186,0.20481,0.68593,0.000583583,0.000583583,0.000583583
265,16339.6,0.41993,0.27464,0.88883,0.98235,0.94274,0.97644,0.91705,0.31214,0.20543,0.68614,0.000582,0.000582,0.000582
266,16401.3,0.42493,0.27685,0.89407,0.98182,0.94274,0.97647,0.91722,0.31242,0.20516,0.68638,0.000580417,0.000580417,0.000580417
267,16462.6,0.43701,0.27882,0.89856,0.98157,0.94274,0.97652,0.917,0.31244,0.20527,0.68649,0.000578833,0.000578833,0.000578833
268,16524.1,0.43289,0.2765,0.89192,0.9815,0.94281,0.97646,0.91725,0.31233,0.20554,0.68639,0.00057725,0.00057725,0.00057725
269,16585.8,0.4343,0.27916,0.89305,0.98151,0.94305,0.97651,0.91736,0.3129,0.20555,0.68691,0.000575667,0.000575667,0.000575667
270,16647.6,0.42328,0.27104,0.89216,0.98151,0.94334,0.9765,0.91732,0.31309,0.20546,0.6869,0.000574083,0.000574083,0.000574083
271,16708.2,0.42848,0.27711,0.89514,0.98152,0.94373,0.97652,0.91743,0.31251,0.2054,0.68639,0.0005725,0.0005725,0.0005725
272,16769.8,0.42875,0.27698,0.89578,0.98133,0.94373,0.97655,0.91754,0.31294,0.20582,0.68695,0.000570917,0.000570917,0.000570917
273,16831,0.42749,0.27323,0.89765,0.98139,0.94373,0.97656,0.91764,0.31286,0.20587,0.68701,0.000569333,0.000569333,0.000569333
274,16892.5,0.42977,0.27697,0.89503,0.98132,0.94373,0.97649,0.91726,0.31285,0.20616,0.68699,0.00056775,0.00056775,0.00056775
275,16954.2,0.42874,0.27605,0.89596,0.98119,0.94373,0.97652,0.91732,0.31337,0.20626,0.68751,0.000566167,0.000566167,0.000566167
276,17015.9,0.4217,0.27714,0.8923,0.98113,0.94373,0.97657,0.91749,0.31313,0.20601,0.68751,0.000564583,0.000564583,0.000564583
277,17076.7,0.41875,0.27243,0.89466,0.98192,0.94373,0.97654,0.91773,0.31326,0.20608,0.68761,0.000563,0.000563,0.000563
278,17138.4,0.42546,0.27425,0.89713,0.98193,0.94373,0.97649,0.91734,0.31333,0.2059,0.68769,0.000561417,0.000561417,0.000561417
279,17199.3,0.42349,0.2777,0.89737,0.9819,0.94373,0.97652,0.91748,0.31364,0.20573,0.68781,0.000559833,0.000559833,0.000559833
280,17261.1,0.41786,0.27737,0.89518,0.98254,0.94439,0.97651,0.91756,0.31318,0.20505,0.68753,0.00055825,0.00055825,0.00055825
281,17322.5,0.42393,0.27319,0.89477,0.98254,0.9444,0.97599,0.91743,0.31296,0.20447,0.68731,0.000556667,0.000556667,0.000556667
282,17384.2,0.41803,0.2741,0.8974,0.98355,0.94441,0.97605,0.91748,0.31289,0.20455,0.68733,0.000555083,0.000555083,0.000555083
283,17445.1,0.41826,0.26914,0.8956,0.98355,0.94443,0.97555,0.9174,0.31271,0.20399,0.68721,0.0005535,0.0005535,0.0005535
284,17507.4,0.41695,0.27235,0.89375,0.98254,0.94444,0.97551,0.91738,0.31242,0.2041,0.68702,0.000551917,0.000551917,0.000551917
285,17568.6,0.41683,0.27304,0.88912,0.98254,0.94435,0.97548,0.91727,0.31212,0.2038,0.68683,0.000550333,0.000550333,0.000550333
286,17630.2,0.42083,0.27106,0.89629,0.98253,0.94472,0.97548,0.91708,0.31205,0.20315,0.68684,0.00054875,0.00054875,0.00054875
287,17691.7,0.41351,0.26698,0.88776,0.98253,0.94367,0.97601,0.91723,0.31191,0.20299,0.68662,0.000547167,0.000547167,0.000547167
288,17753.1,0.42034,0.27009,0.89172,0.98253,0.94369,0.97596,0.91724,0.31213,0.20302,0.6869,0.000545583,0.000545583,0.000545583
289,17814.5,0.41627,0.27277,0.89225,0.98249,0.94373,0.97598,0.9175,0.31204,0.20281,0.68669,0.000544,0.000544,0.000544
290,17876.6,0.41616,0.27351,0.88974,0.9823,0.94373,0.97601,0.91738,0.3122,0.20321,0.68669,0.000542417,0.000542417,0.000542417
291,17938.1,0.4077,0.26496,0.88919,0.98161,0.94373,0.97595,0.91751,0.31222,0.20273,0.68669,0.000540833,0.000540833,0.000540833
292,17999.6,0.41259,0.26527,0.88727,0.98221,0.94373,0.97553,0.91738,0.31236,0.20272,0.68686,0.00053925,0.00053925,0.00053925
293,18062,0.40948,0.26732,0.88822,0.98224,0.94373,0.97557,0.91751,0.31232,0.20308,0.68686,0.000537667,0.000537667,0.000537667
294,18123.9,0.41772,0.27065,0.89178,0.98152,0.94384,0.97526,0.91783,0.31221,0.20291,0.68677,0.000536083,0.000536083,0.000536083
295,18185.6,0.41758,0.26802,0.89331,0.98152,0.9438,0.97527,0.9178,0.3122,0.20289,0.68677,0.0005345,0.0005345,0.0005345
296,18247,0.4114,0.26592,0.89201,0.98237,0.94373,0.97531,0.91753,0.31208,0.20282,0.68697,0.000532917,0.000532917,0.000532917
297,18308.6,0.41923,0.27067,0.89586,0.98234,0.94373,0.97534,0.91777,0.31199,0.20249,0.68687,0.000531333,0.000531333,0.000531333
298,18370,0.41114,0.26771,0.88837,0.98221,0.94373,0.97532,0.91755,0.312,0.20188,0.68692,0.00052975,0.00052975,0.00052975
299,18432,0.4211,0.26857,0.89007,0.98226,0.94373,0.97534,0.91772,0.312,0.20189,0.6869,0.000528167,0.000528167,0.000528167
300,18493.3,0.41645,0.27063,0.8957,0.9824,0.94373,0.97531,0.91803,0.31209,0.20149,0.68695,0.000526583,0.000526583,0.000526583
301,18555,0.41026,0.26349,0.89086,0.98245,0.94373,0.97529,0.91812,0.31231,0.20197,0.68713,0.000525,0.000525,0.000525
302,18616.9,0.41135,0.26723,0.88705,0.98253,0.94389,0.97569,0.91785,0.31228,0.20236,0.6871,0.000523417,0.000523417,0.000523417
303,18678.8,0.4097,0.26338,0.89098,0.98254,0.94422,0.9756,0.91786,0.31207,0.20219,0.68705,0.000521833,0.000521833,0.000521833
304,18740.4,0.41071,0.26353,0.88739,0.98254,0.94452,0.97564,0.91793,0.3119,0.20201,0.68688,0.00052025,0.00052025,0.00052025
305,18802.3,0.40769,0.26132,0.88708,0.98255,0.94465,0.97561,0.91788,0.31194,0.20194,0.68689,0.000518667,0.000518667,0.000518667
306,18863.5,0.40188,0.26089,0.88739,0.98254,0.94453,0.97564,0.91794,0.31209,0.20194,0.68694,0.000517083,0.000517083,0.000517083
307,18925.5,0.413,0.26411,0.89329,0.98254,0.94431,0.97563,0.91823,0.31195,0.20222,0.6869,0.0005155,0.0005155,0.0005155
308,18987.2,0.40844,0.25942,0.88706,0.98253,0.94398,0.97568,0.91801,0.31185,0.20312,0.68692,0.000513917,0.000513917,0.000513917
309,19048.9,0.4077,0.26437,0.88732,0.98196,0.94373,0.97567,0.91818,0.3117,0.20276,0.68679,0.000512333,0.000512333,0.000512333
310,19110.7,0.40927,0.26915,0.89361,0.98153,0.94424,0.97562,0.91825,0.31184,0.20322,0.68692,0.00051075,0.00051075,0.00051075
311,19172.6,0.4029,0.25762,0.88433,0.98027,0.94472,0.97514,0.91826,0.31185,0.20363,0.68694,0.000509167,0.000509167,0.000509167
312,19234.1,0.40418,0.25789,0.88373,0.98153,0.94446,0.97522,0.91852,0.31169,0.20384,0.68692,0.000507583,0.000507583,0.000507583
313,19296.8,0.40552,0.26141,0.88909,0.98448,0.93949,0.97571,0.91845,0.3116,0.20382,0.68684,0.000506,0.000506,0.000506
314,19357.9,0.40474,0.26019,0.88613,0.98419,0.93978,0.97566,0.91821,0.31165,0.20361,0.68685,0.000504417,0.000504417,0.000504417
315,19419.5,0.40522,0.25914,0.88798,0.98052,0.94429,0.97564,0.91825,0.31163,0.20379,0.68687,0.000502833,0.000502833,0.000502833
316,19480.9,0.40281,0.25747,0.89035,0.98447,0.93892,0.97563,0.91805,0.31167,0.20394,0.68689,0.00050125,0.00050125,0.00050125
317,19542.5,0.40438,0.25598,0.88648,0.98467,0.9388,0.97569,0.91827,0.31157,0.20434,0.68681,0.000499667,0.000499667,0.000499667
318,19603.8,0.402,0.25965,0.88969,0.97945,0.94472,0.97571,0.91818,0.31126,0.2047,0.68667,0.000498083,0.000498083,0.000498083
319,19665.8,0.39851,0.25359,0.88932,0.97944,0.94472,0.97573,0.91773,0.31118,0.2051,0.68672,0.0004965,0.0004965,0.0004965
320,19727.1,0.4076,0.26014,0.8917,0.9855,0.93932,0.97579,0.9182,0.31131,0.20506,0.68675,0.000494917,0.000494917,0.000494917
321,19788.7,0.39608,0.25815,0.88783,0.9855,0.9396,0.97585,0.91831,0.31121,0.20527,0.68673,0.000493333,0.000493333,0.000493333
322,19850.1,0.40798,0.26421,0.89003,0.98227,0.94274,0.97585,0.91825,0.31141,0.20555,0.68665,0.00049175,0.00049175,0.00049175
323,19912.2,0.40031,0.25855,0.88776,0.98152,0.94382,0.97538,0.91819,0.31142,0.20594,0.68673,0.000490167,0.000490167,0.000490167
324,19973.6,0.40632,0.25881,0.88698,0.9825,0.94214,0.97539,0.91844,0.3116,0.20642,0.68679,0.000488583,0.000488583,0.000488583
325,20034.9,0.39876,0.25475,0.88628,0.98352,0.94252,0.97535,0.91831,0.31181,0.20657,0.68705,0.000487,0.000487,0.000487
326,20096.1,0.40159,0.2591,0.89004,0.98352,0.9425,0.9754,0.91858,0.3117,0.20678,0.68698,0.000485417,0.000485417,0.000485417
327,20157.8,0.40578,0.26036,0.88929,0.98351,0.94182,0.97546,0.91855,0.31136,0.20634,0.68676,0.000483833,0.000483833,0.000483833
328,20220,0.40316,0.26053,0.88921,0.9825,0.9422,0.97596,0.91835,0.31147,0.20663,0.68678,0.00048225,0.00048225,0.00048225
329,20282,0.38937,0.25465,0.88206,0.98251,0.94285,0.976,0.91859,0.31127,0.20639,0.68659,0.000480667,0.000480667,0.000480667
330,20343.3,0.3966,0.25643,0.88432,0.98252,0.94308,0.97601,0.91878,0.31134,0.20615,0.68661,0.000479083,0.000479083,0.000479083
331,20403.9,0.40277,0.25734,0.88726,0.98252,0.94328,0.97597,0.91866,0.31127,0.20684,0.68645,0.0004775,0.0004775,0.0004775
332,20465.3,0.39939,0.25643,0.88232,0.98252,0.94317,0.97601,0.91871,0.31143,0.20682,0.68652,0.000475917,0.000475917,0.000475917
333,20527.1,0.39779,0.25743,0.88372,0.98253,0.9436,0.97596,0.91881,0.31059,0.20646,0.68566,0.000474333,0.000474333,0.000474333
334,20588.9,0.39791,0.25912,0.88406,0.98253,0.94396,0.97597,0.91882,0.31076,0.20638,0.6859,0.00047275,0.00047275,0.00047275
335,20650.8,0.39069,0.25287,0.88387,0.98253,0.94409,0.9756,0.91872,0.31071,0.20625,0.68585,0.000471167,0.000471167,0.000471167
336,20712.3,0.39234,0.25066,0.88385,0.98254,0.94426,0.97561,0.91863,0.31074,0.20627,0.68591,0.000469583,0.000469583,0.000469583
337,20773,0.39596,0.25439,0.88668,0.9828,0.94274,0.97563,0.91868,0.31079,0.2061,0.68602,0.000468,0.000468,0.000468
338,20834.6,0.39203,0.2541,0.88162,0.98353,0.94348,0.97561,0.91853,0.31067,0.20585,0.68583,0.000466417,0.000466417,0.000466417
339,20896,0.39384,0.25362,0.88417,0.9829,0.94274,0.97511,0.91861,0.31064,0.20603,0.68582,0.000464833,0.000464833,0.000464833
340,20957.9,0.39289,0.25279,0.88221,0.98298,0.94274,0.97514,0.91854,0.31089,0.20636,0.686,0.00046325,0.00046325,0.00046325
341,21019.5,0.38594,0.25024,0.8862,0.98315,0.94274,0.97512,0.91878,0.31081,0.20677,0.68598,0.000461667,0.000461667,0.000461667
342,21081.3,0.39794,0.25912,0.8883,0.98308,0.94274,0.97513,0.91884,0.31086,0.20716,0.68599,0.000460083,0.000460083,0.000460083
343,21142.7,0.38665,0.24722,0.88275,0.98302,0.94274,0.97517,0.91883,0.31097,0.20727,0.68604,0.0004585,0.0004585,0.0004585
344,21204.6,0.38953,0.24686,0.88463,0.98303,0.94274,0.97519,0.91894,0.31059,0.20773,0.68581,0.000456917,0.000456917,0.000456917
345,21266.3,0.39055,0.25266,0.88304,0.98306,0.94274,0.97519,0.91911,0.31042,0.20795,0.68566,0.000455333,0.000455333,0.000455333
346,21328,0.39124,0.25228,0.8839,0.98307,0.94274,0.97523,0.91886,0.31056,0.20817,0.68572,0.00045375,0.00045375,0.00045375
347,21388.9,0.38836,0.24943,0.88034,0.98306,0.94274,0.97525,0.91907,0.31096,0.20793,0.68636,0.000452167,0.000452167,0.000452167
348,21451,0.39583,0.25308,0.88414,0.983,0.94274,0.97526,0.91904,0.31105,0.20793,0.68637,0.000450583,0.000450583,0.000450583
349,21512.3,0.39089,0.25099,0.88248,0.98274,0.94274,0.9757,0.91895,0.31099,0.20803,0.68633,0.000449,0.000449,0.000449
350,21573.9,0.3846,0.24746,0.88207,0.98176,0.94274,0.97566,0.91897,0.31097,0.20795,0.68618,0.000447417,0.000447417,0.000447417
351,21635.5,0.39266,0.25499,0.88253,0.9817,0.94274,0.97565,0.91882,0.31101,0.20849,0.68626,0.000445833,0.000445833,0.000445833
352,21697.2,0.38635,0.25203,0.88108,0.98271,0.94274,0.97573,0.91891,0.311,0.20864,0.68628,0.00044425,0.00044425,0.00044425
353,21757.8,0.39121,0.25119,0.87988,0.98164,0.94274,0.97562,0.91873,0.31088,0.20916,0.68618,0.000442667,0.000442667,0.000442667
354,21819,0.38394,0.2466,0.87769,0.9815,0.94275,0.97521,0.9189,0.31093,0.20856,0.68616,0.000441083,0.000441083,0.000441083
355,21879.8,0.38223,0.24327,0.87775,0.98252,0.94302,0.97524,0.91902,0.3113,0.20863,0.68656,0.0004395,0.0004395,0.0004395
356,21941.5,0.38857,0.24954,0.87964,0.98151,0.94305,0.97523,0.91845,0.31126,0.20872,0.68655,0.000437917,0.000437917,0.000437917
357,22003,0.3887,0.25029,0.88133,0.98251,0.94299,0.97524,0.91856,0.31118,0.20855,0.68657,0.000436333,0.000436333,0.000436333
358,22065.4,0.38853,0.24494,0.88092,0.98151,0.94305,0.97523,0.91853,0.31141,0.20894,0.68684,0.00043475,0.00043475,0.00043475
359,22126.7,0.37724,0.24228,0.87817,0.98151,0.94308,0.9752,0.9181,0.31125,0.209,0.68658,0.000433167,0.000433167,0.000433167
360,22189,0.38219,0.24315,0.88139,0.98151,0.94315,0.97527,0.91888,0.3112,0.2087,0.68667,0.000431583,0.000431583,0.000431583
361,22250.4,0.38483,0.24745,0.8828,0.98152,0.94354,0.97526,0.91862,0.31131,0.20936,0.68678,0.00043,0.00043,0.00043
362,22312.1,0.38174,0.24594,0.88012,0.98152,0.94357,0.97525,0.91808,0.31135,0.20984,0.68664,0.000428417,0.000428417,0.000428417
363,22373.8,0.38229,0.24628,0.88226,0.98152,0.94361,0.97528,0.91849,0.3114,0.20997,0.68663,0.000426833,0.000426833,0.000426833
364,22434.6,0.38245,0.24828,0.88208,0.98152,0.9436,0.97532,0.91864,0.31136,0.21056,0.68663,0.00042525,0.00042525,0.00042525
365,22495.9,0.39174,0.24874,0.885,0.98127,0.94373,0.97533,0.91867,0.3113,0.21069,0.68665,0.000423667,0.000423667,0.000423667
366,22558,0.37765,0.24345,0.87671,0.98124,0.94373,0.97536,0.91866,0.31131,0.21081,0.68662,0.000422083,0.000422083,0.000422083
367,22619.2,0.38052,0.24003,0.87704,0.98078,0.94373,0.97538,0.91869,0.31095,0.2117,0.68674,0.0004205,0.0004205,0.0004205
368,22680.3,0.38349,0.24667,0.88046,0.98076,0.94373,0.97542,0.91901,0.31078,0.21188,0.68654,0.000418917,0.000418917,0.000418917
369,22742.5,0.3793,0.24353,0.87441,0.98071,0.94373,0.97537,0.91925,0.31083,0.21251,0.68641,0.000417333,0.000417333,0.000417333
