epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,11962.8,0.69254,0.5068,1.02037,0.9659,0.95083,0.9729,0.89565,0.3398,0.55167,0.72038,0.000436333,0.000436333,0.000436333
180,12028.4,0.67959,0.49758,1.01568,0.96692,0.95064,0.97288,0.8952,0.33979,0.54888,0.72036,0.000433167,0.000433167,0.000433167
181,12089.5,0.68897,0.49794,1.01801,0.96495,0.95134,0.97285,0.89582,0.33946,0.54099,0.72017,0.00043,0.00043,0.00043
182,12163.9,0.67979,0.49627,1.01398,0.96301,0.95459,0.97287,0.89551,0.33972,0.53643,0.72015,0.000426833,0.000426833,0.000426833
183,12232.7,0.68039,0.4897,1.01432,0.9641,0.95437,0.97286,0.89585,0.33976,0.53193,0.71988,0.000423667,0.000423667,0.000423667
184,12298.2,0.68168,0.49486,1.01657,0.96407,0.95365,0.97284,0.89595,0.33967,0.52459,0.71985,0.0004205,0.0004205,0.0004205
185,12359.3,0.6645,0.48325,1.01017,0.96407,0.95343,0.97283,0.89624,0.33979,0.51721,0.71968,0.000417333,0.000417333,0.000417333
186,12426.8,0.67372,0.49025,1.01261,0.96354,0.9536,0.9728,0.89642,0.33968,0.51391,0.71956,0.000414167,0.000414167,0.000414167
187,12489,0.6804,0.49403,1.02043,0.96283,0.9536,0.97279,0.89557,0.33957,0.51433,0.71957,0.000411,0.000411,0.000411
188,12563.5,0.68003,0.49058,1.01248,0.96268,0.9536,0.97285,0.89641,0.33948,0.51134,0.7196,0.000407833,0.000407833,0.000407833
189,12632.2,0.6687,0.48157,1.01463,0.96384,0.9536,0.97279,0.89625,0.3388,0.50878,0.7192,0.000404667,0.000404667,0.000404667
190,12697.2,0.67801,0.48894,1.01533,0.96476,0.95262,0.97282,0.89593,0.33869,0.50618,0.71914,0.0004015,0.0004015,0.0004015
191,12757.5,0.67407,0.48659,1.01299,0.96491,0.95064,0.97273,0.89666,0.33876,0.50204,0.71918,0.000398333,0.000398333,0.000398333
192,12829.3,0.67529,0.49503,1.01531,0.96493,0.9507,0.97257,0.89655,0.3382,0.50215,0.71867,0.000395167,0.000395167,0.000395167
193,12891,0.67397,0.49356,1.01637,0.96963,0.94562,0.97254,0.89673,0.33789,0.49775,0.71855,0.000392,0.000392,0.000392
194,12962.9,0.67518,0.49929,1.01582,0.96971,0.94867,0.9725,0.89693,0.33752,0.49787,0.71839,0.000388833,0.000388833,0.000388833
195,13032.3,0.67015,0.48461,1.01065,0.96919,0.94867,0.97251,0.8973,0.33771,0.50113,0.71838,0.000385667,0.000385667,0.000385667
196,13093.4,0.67066,0.48819,1.01109,0.96889,0.94867,0.97265,0.89651,0.33747,0.50082,0.71831,0.0003825,0.0003825,0.0003825
197,13154.5,0.67039,0.48198,1.01449,0.96876,0.94893,0.97261,0.897,0.33746,0.49905,0.71825,0.000379333,0.000379333,0.000379333
198,13221.6,0.66577,0.48474,1.0129,0.96876,0.94899,0.9726,0.8968,0.33751,0.49877,0.71841,0.000376167,0.000376167,0.000376167
199,13283,0.65986,0.47556,1.00759,0.97,0.94472,0.97251,0.89785,0.33753,0.50003,0.71856,0.000373,0.000373,0.000373
200,13348.4,0.67228,0.48055,1.01018,0.96775,0.9479,0.97247,0.89772,0.33774,0.50125,0.7186,0.000369833,0.000369833,0.000369833
201,13416.3,0.66725,0.47896,1.0052,0.96733,0.94768,0.97257,0.89763,0.33772,0.50004,0.71847,0.000366667,0.000366667,0.000366667
202,13477.4,0.66661,0.48005,1.00333,0.96724,0.94768,0.97263,0.89793,0.33754,0.49611,0.71825,0.0003635,0.0003635,0.0003635
203,13538.1,0.66152,0.47478,1.0059,0.96779,0.94571,0.9726,0.89804,0.33726,0.49505,0.71788,0.000360333,0.000360333,0.000360333
204,13605.5,0.66121,0.47912,1.00822,0.96789,0.94571,0.97264,0.8984,0.33729,0.49825,0.71781,0.000357167,0.000357167,0.000357167
205,13666.8,0.65819,0.4698,1.00753,0.968,0.94571,0.97257,0.89855,0.33689,0.49583,0.71758,0.000354,0.000354,0.000354
206,13741,0.66369,0.47144,1.0073,0.96768,0.94586,0.97257,0.89888,0.33666,0.49572,0.71737,0.000350833,0.000350833,0.000350833
207,13809.7,0.6618,0.47734,1.00464,0.9667,0.9458,0.97239,0.89807,0.33628,0.49787,0.71695,0.000347667,0.000347667,0.000347667
208,13873.9,0.66217,0.46996,1.00486,0.96671,0.94613,0.9724,0.89811,0.33625,0.49507,0.71685,0.0003445,0.0003445,0.0003445
209,13934.9,0.6556,0.46742,1.003,0.96671,0.94598,0.97247,0.89785,0.33621,0.49377,0.71677,0.000341333,0.000341333,0.000341333
210,14000.9,0.66994,0.47845,1.00974,0.9667,0.94574,0.97258,0.89853,0.33614,0.48962,0.71666,0.000338167,0.000338167,0.000338167
211,14063.1,0.65243,0.4638,0.99895,0.96675,0.94728,0.97261,0.89847,0.33612,0.4879,0.71653,0.000335,0.000335,0.000335
212,14137,0.66105,0.47585,1.0094,0.96767,0.94555,0.97274,0.89891,0.33618,0.48781,0.71662,0.000331833,0.000331833,0.000331833
213,14206.2,0.64575,0.45924,0.99764,0.96774,0.94762,0.97275,0.89889,0.33604,0.48995,0.71667,0.000328667,0.000328667,0.000328667
214,14267,0.64919,0.4598,0.99706,0.96848,0.94669,0.9727,0.89919,0.3357,0.48975,0.71661,0.0003255,0.0003255,0.0003255
215,14327.7,0.65463,0.46878,1.0035,0.96808,0.94965,0.97271,0.89904,0.33589,0.49112,0.71663,0.000322333,0.000322333,0.000322333
216,14395,0.65299,0.46408,1.00497,0.9678,0.94965,0.97272,0.89848,0.33593,0.49052,0.71676,0.000319167,0.000319167,0.000319167
217,14456.6,0.65619,0.46516,1.00419,0.96874,0.94847,0.97282,0.89834,0.33587,0.49143,0.71663,0.000316,0.000316,0.000316
218,14527.3,0.65681,0.46606,1.00266,0.96681,0.95064,0.97291,0.89844,0.33585,0.49389,0.71662,0.000312833,0.000312833,0.000312833
219,14597.6,0.65133,0.47008,1.00311,0.96588,0.95064,0.97287,0.89867,0.33565,0.49309,0.71664,0.000309667,0.000309667,0.000309667
220,14657.5,0.64769,0.46819,1.0042,0.96681,0.95064,0.97293,0.89899,0.33547,0.493,0.71647,0.0003065,0.0003065,0.0003065
221,14717.9,0.64819,0.46179,0.99923,0.96878,0.94958,0.97299,0.89918,0.33563,0.49481,0.71662,0.000303333,0.000303333,0.000303333
222,14789.2,0.65384,0.46969,1.00452,0.9685,0.94965,0.97299,0.89873,0.33574,0.49546,0.71666,0.000300167,0.000300167,0.000300167
223,14850.5,0.64957,0.46023,0.99802,0.97002,0.94965,0.97307,0.8994,0.33568,0.49518,0.71664,0.000297,0.000297,0.000297
224,14917.3,0.6499,0.46215,0.99812,0.9697,0.94965,0.97267,0.89942,0.33574,0.49516,0.71665,0.000293833,0.000293833,0.000293833
225,14985.4,0.65176,0.46502,1.0023,0.96771,0.95064,0.97271,0.8994,0.33567,0.49402,0.71663,0.000290667,0.000290667,0.000290667
226,15046.7,0.63973,0.45172,0.99423,0.96774,0.95064,0.97286,0.89969,0.3356,0.49384,0.7166,0.0002875,0.0002875,0.0002875
227,15107.9,0.65577,0.46681,1.00258,0.96755,0.95064,0.97301,0.89977,0.33587,0.49574,0.71682,0.000284333,0.000284333,0.000284333
228,15175,0.64347,0.45637,0.99687,0.96785,0.95093,0.97307,0.89967,0.33574,0.49449,0.71681,0.000281167,0.000281167,0.000281167
229,15237.2,0.64303,0.45175,0.9978,0.96785,0.95095,0.9732,0.89949,0.3359,0.49316,0.71689,0.000278,0.000278,0.000278
230,15313.9,0.63817,0.4555,0.99631,0.96765,0.95163,0.97316,0.89961,0.33622,0.49163,0.71708,0.000274833,0.000274833,0.000274833
231,15383,0.64351,0.45677,0.99447,0.96693,0.95064,0.97317,0.89931,0.33643,0.49103,0.71713,0.000271667,0.000271667,0.000271667
232,15446.8,0.63734,0.45305,0.99057,0.96687,0.95064,0.97312,0.89945,0.33629,0.49332,0.71701,0.0002685,0.0002685,0.0002685
233,15506.9,0.63856,0.45572,0.99175,0.96688,0.95064,0.97304,0.8994,0.33634,0.49445,0.71698,0.000265333,0.000265333,0.000265333
234,15568,0.6377,0.44734,0.99631,0.96767,0.95064,0.97311,0.89935,0.33634,0.49485,0.71691,0.000262167,0.000262167,0.000262167
235,15628.7,0.63455,0.44929,0.99241,0.96782,0.9502,0.97312,0.89955,0.33628,0.49371,0.71689,0.000259,0.000259,0.000259
236,15701.3,0.6421,0.45617,0.99067,0.96806,0.94965,0.97319,0.89974,0.33641,0.49533,0.71699,0.000255833,0.000255833,0.000255833
237,15769.7,0.64242,0.45496,0.99683,0.96741,0.94965,0.97318,0.90011,0.33637,0.4972,0.717,0.000252667,0.000252667,0.000252667
238,15833.7,0.63308,0.449,0.99547,0.9716,0.94547,0.97315,0.90005,0.3364,0.49823,0.71697,0.0002495,0.0002495,0.0002495
239,15894.6,0.63618,0.45159,0.99186,0.97161,0.94607,0.97315,0.9001,0.33651,0.49773,0.71701,0.000246333,0.000246333,0.000246333
240,15965.1,0.63908,0.45274,0.99425,0.97141,0.94669,0.97315,0.89987,0.33656,0.49728,0.71706,0.000243167,0.000243167,0.000243167
241,16026.3,0.63722,0.45484,0.99786,0.96855,0.94965,0.97317,0.89955,0.33618,0.49572,0.7167,0.00024,0.00024,0.00024
242,16092.5,0.64091,0.45266,0.99583,0.97067,0.94571,0.97319,0.89967,0.33637,0.4947,0.71692,0.000236833,0.000236833,0.000236833
243,16162.1,0.63104,0.44477,0.99118,0.97123,0.94571,0.97328,0.89985,0.33636,0.49416,0.71688,0.000233667,0.000233667,0.000233667
244,16227.5,0.63113,0.44665,0.99329,0.97162,0.94624,0.9733,0.90007,0.33621,0.49412,0.71679,0.0002305,0.0002305,0.0002305
245,16288.2,0.62907,0.44457,0.99295,0.97166,0.94766,0.97323,0.90002,0.336,0.49373,0.71671,0.000227333,0.000227333,0.000227333
246,16359.6,0.63518,0.4503,0.99198,0.97264,0.94752,0.97324,0.90026,0.33599,0.49601,0.71667,0.000224167,0.000224167,0.000224167
247,16421.9,0.62788,0.44295,0.98806,0.97386,0.94472,0.97327,0.89967,0.3359,0.49489,0.71678,0.000221,0.000221,0.000221
248,16495.7,0.6307,0.44643,0.98992,0.97198,0.94669,0.97317,0.89939,0.33579,0.49785,0.7167,0.000217833,0.000217833,0.000217833
249,16564.5,0.63447,0.44934,0.99458,0.97151,0.94768,0.97316,0.89895,0.33595,0.50016,0.71678,0.000214667,0.000214667,0.000214667
250,16625.6,0.62592,0.44093,0.98963,0.97165,0.94768,0.97313,0.89956,0.33595,0.49956,0.71677,0.0002115,0.0002115,0.0002115
251,16687.2,0.62465,0.43995,0.98291,0.97056,0.94768,0.97299,0.8997,0.33541,0.50126,0.71643,0.000208333,0.000208333,0.000208333
252,16759.2,0.62146,0.44242,0.98421,0.96968,0.94768,0.97274,0.89917,0.33538,0.50319,0.71639,0.000205167,0.000205167,0.000205167
253,16821.8,0.63,0.44314,0.98899,0.97159,0.9453,0.97259,0.89922,0.33533,0.5056,0.71635,0.000202,0.000202,0.000202
254,16894.7,0.62795,0.4432,0.99286,0.97159,0.94526,0.97251,0.89916,0.33574,0.50684,0.71685,0.000198833,0.000198833,0.000198833
255,16964.1,0.63668,0.44729,0.99553,0.97449,0.94293,0.97229,0.89958,0.33563,0.50566,0.71681,0.000195667,0.000195667,0.000195667
256,17025.2,0.62232,0.43859,0.98671,0.97158,0.94571,0.97187,0.89904,0.33522,0.50489,0.71654,0.0001925,0.0001925,0.0001925
257,17086.6,0.62953,0.43927,0.98895,0.96871,0.94741,0.97152,0.89945,0.33628,0.50477,0.71719,0.000189333,0.000189333,0.000189333
258,17158.2,0.61702,0.43773,0.98428,0.97158,0.94498,0.97161,0.89899,0.33641,0.50479,0.71726,0.000186167,0.000186167,0.000186167
259,17220.8,0.62468,0.43948,0.98717,0.97253,0.94376,0.97163,0.89931,0.33649,0.50475,0.71728,0.000183,0.000183,0.000183
260,17290.5,0.61518,0.43102,0.98084,0.97263,0.94373,0.97151,0.89946,0.33655,0.50582,0.7176,0.000179833,0.000179833,0.000179833
261,17359.9,0.61925,0.4391,0.98498,0.97417,0.94274,0.97156,0.89935,0.33666,0.50696,0.71753,0.000176667,0.000176667,0.000176667
262,17432.5,0.61813,0.43382,0.9839,0.97414,0.94274,0.97158,0.89903,0.33672,0.50646,0.71769,0.0001735,0.0001735,0.0001735
263,17493.5,0.6219,0.43658,0.98688,0.9741,0.94274,0.97161,0.899,0.33658,0.50703,0.71755,0.000170333,0.000170333,0.000170333
264,17565.6,0.61759,0.43319,0.98358,0.9736,0.94274,0.9716,0.89874,0.337,0.50837,0.71796,0.000167167,0.000167167,0.000167167
265,17628.2,0.61508,0.43406,0.98376,0.97391,0.94274,0.97154,0.89904,0.33699,0.50855,0.71788,0.000164,0.000164,0.000164
266,17705.4,0.61539,0.43415,0.98226,0.97393,0.94274,0.97136,0.8993,0.33705,0.50984,0.71791,0.000160833,0.000160833,0.000160833
267,17775.5,0.6129,0.43231,0.98313,0.97425,0.94274,0.97133,0.89924,0.33706,0.51097,0.71789,0.000157667,0.000157667,0.000157667
268,17836.4,0.61722,0.42804,0.98175,0.97426,0.94274,0.97133,0.89919,0.33696,0.51105,0.71787,0.0001545,0.0001545,0.0001545
269,17898.1,0.61288,0.43491,0.98418,0.9735,0.94278,0.97129,0.89859,0.33668,0.51155,0.7175,0.000151333,0.000151333,0.000151333
270,17964.7,0.61249,0.4314,0.98159,0.97351,0.94311,0.97128,0.89871,0.33651,0.51029,0.71749,0.000148167,0.000148167,0.000148167
271,18026.5,0.61478,0.43055,0.98383,0.97088,0.94472,0.97126,0.89933,0.33676,0.51053,0.71759,0.000145,0.000145,0.000145
272,18100.4,0.61129,0.42856,0.98441,0.96591,0.95113,0.97129,0.89868,0.33733,0.51203,0.71812,0.000141833,0.000141833,0.000141833
273,18171,0.61697,0.42907,0.98552,0.97059,0.94472,0.97132,0.89906,0.33724,0.51281,0.71808,0.000138667,0.000138667,0.000138667
274,18237.5,0.6081,0.42693,0.97696,0.96494,0.95081,0.97129,0.89901,0.33702,0.5144,0.71788,0.0001355,0.0001355,0.0001355
275,18299,0.60978,0.43249,0.97925,0.96453,0.95064,0.97134,0.89897,0.33698,0.5162,0.71797,0.000132333,0.000132333,0.000132333
276,18365.7,0.60929,0.42806,0.97933,0.9659,0.95062,0.97133,0.89837,0.33698,0.52045,0.71791,0.000129167,0.000129167,0.000129167
277,18436.6,0.60838,0.42255,0.9812,0.96491,0.95,0.97138,0.89928,0.33695,0.52385,0.71803,0.000126,0.000126,0.000126
278,18506.3,0.61446,0.43406,0.98613,0.96491,0.95021,0.97142,0.89929,0.33685,0.52353,0.7179,0.000122833,0.000122833,0.000122833
279,18576.2,0.60826,0.42162,0.98396,0.96549,0.94965,0.97143,0.89934,0.33614,0.52594,0.71757,0.000119667,0.000119667,0.000119667
280,18637,0.60116,0.4228,0.97974,0.9661,0.94965,0.97142,0.89888,0.33611,0.52745,0.71756,0.0001165,0.0001165,0.0001165
281,18698.7,0.60869,0.4276,0.98057,0.96639,0.94965,0.97146,0.89905,0.33627,0.52894,0.71764,0.000113333,0.000113333,0.000113333
282,18770.5,0.6067,0.42502,0.98266,0.96683,0.94965,0.97149,0.8991,0.33617,0.53206,0.71752,0.000110167,0.000110167,0.000110167
283,18832.3,0.61267,0.43031,0.98047,0.96779,0.94903,0.97147,0.89847,0.33646,0.53402,0.71765,0.000107,0.000107,0.000107
284,18901.8,0.60747,0.42187,0.98237,0.96778,0.94898,0.9715,0.8993,0.33599,0.5348,0.71742,0.000103833,0.000103833,0.000103833
285,18971.8,0.59686,0.41827,0.97842,0.96778,0.94895,0.9715,0.89769,0.33638,0.53561,0.71764,0.000100667,0.000100667,0.000100667
286,19036.5,0.60557,0.41922,0.97749,0.96782,0.94867,0.97155,0.89837,0.33639,0.53765,0.71765,9.75e-05,9.75e-05,9.75e-05
287,19098.2,0.60518,0.41917,0.97995,0.96809,0.94867,0.97156,0.89836,0.33646,0.5404,0.71766,9.43333e-05,9.43333e-05,9.43333e-05
288,19169.8,0.60481,0.41955,0.9794,0.96846,0.94867,0.97157,0.89838,0.33691,0.54222,0.71804,9.11667e-05,9.11667e-05,9.11667e-05
289,19232,0.59584,0.41539,0.97482,0.96972,0.9483,0.97161,0.89926,0.33663,0.54409,0.7178,8.8e-05,8.8e-05,8.8e-05
290,19299,0.59894,0.41697,0.976,0.9697,0.94772,0.97163,0.89892,0.33622,0.54544,0.7174,8.48333e-05,8.48333e-05,8.48333e-05
291,19370.6,0.42285,0.3137,0.86904,0.96887,0.94669,0.97169,0.89828,0.33603,0.54493,0.71739,8.16667e-05,8.16667e-05,8.16667e-05
292,19431,0.39381,0.2526,0.84954,0.97066,0.94702,0.97181,0.89863,0.33615,0.54544,0.71761,7.85e-05,7.85e-05,7.85e-05
293,19491.7,0.37852,0.23497,0.84353,0.96883,0.94571,0.97191,0.8984,0.3362,0.54087,0.71804,7.53333e-05,7.53333e-05,7.53333e-05
294,19561.8,0.3735,0.23022,0.84679,0.96966,0.94641,0.972,0.89855,0.33625,0.53712,0.71825,7.21667e-05,7.21667e-05,7.21667e-05
295,19622.8,0.36652,0.22435,0.84205,0.96964,0.94591,0.97208,0.89851,0.33612,0.5336,0.71814,6.9e-05,6.9e-05,6.9e-05
296,19693.6,0.3607,0.22292,0.83933,0.97067,0.94735,0.97218,0.89888,0.33635,0.53055,0.71808,6.58333e-05,6.58333e-05,6.58333e-05
297,19761.9,0.36349,0.22272,0.83535,0.9697,0.94787,0.97229,0.89861,0.33644,0.53015,0.71807,6.26667e-05,6.26667e-05,6.26667e-05
298,19828.9,0.35567,0.21829,0.8426,0.96959,0.94867,0.97259,0.89902,0.33656,0.52838,0.71825,5.95e-05,5.95e-05,5.95e-05
299,19888.9,0.34768,0.21646,0.83427,0.97068,0.94765,0.97261,0.89998,0.33637,0.52613,0.71797,5.63333e-05,5.63333e-05,5.63333e-05
300,19949.8,0.35255,0.21653,0.83483,0.97001,0.94768,0.97268,0.90019,0.33663,0.52513,0.71825,5.31667e-05,5.31667e-05,5.31667e-05
